,Unnamed: 0,cool,date,eliteStatus,friends,funny,location,name,phone,ratings,review,reviewHistory,useful,userlink,username
12391,30,,8/14/2015,,0,,"Brooklyn, NY",Leng Thai,7189567117,1.0 star rating,"This is the worst Thai experience I've ever had in my life and one of the worst dining experiences I've ever had. My wife and I were looking for a place to eat on Bway and after walking by a few places we saw this place. She had been there before for dinner and had a good experience so we said let's do it.We asked to sit in the backyard, which was lovely(The only lovely thing about that place) and were greeted by our server less than a minute after we sat down asking if we wanted something to drink or an appetizer. We didn't even have a chance to look at the menu so we just said to bring us some water.  We looked at the menu and they had some interesting and different specials on there so we said we would get an appetizer and main from the specials and a noodle dish from the rice & noodle menu.  We ordered the appetizer from the menu (PEAUK TODD)which said it was a taro root pancake and what we got back was this huge order of deep fried taro balls that had way too much grease and oil.  We chalked it up to a poorly described appetizer. We peeled off the fried mess to get to the inside and the taro root was average.  When the server came to collect our plates we told him it was way to greasy and he just kind of shrugged his shoulders.  When the mains came out my wife got that noodle dish which looked more like a Fettuccine Alfredo than anything Thai. She ordered the (Kanom Jeen Gang Keow.. .Somen noodles, chicken, bamboo shoot, eggplant and basil leaves in a Green coconut curry).  We love green coconut curry and noodles so this seemed like the perfect combo.  Unfortunately it wasn't.  The noodles were so overcooked that they were disintegrating, the curry lacked seasoning and the chicken looked so disgusting that we didn't even try it..  I ordered the KUA KLING MHOO (An authentic spicy southern Thailand dish. Pork, Thai eggplant, string beans and Kaffir lime leaf in a Very spicy chili Turmeric paste.) The server said it would be very spicy and we said OK.  This dish actually tasted better from the seasoning side but was way too spicy and I love spicy food. On the scale from 1-10 it was a 10 on the spicy side so much so that 20 minutes later I could still feel the burning sensation around my lips.Anyhow, when the server came back we complained about the noodles.  We said they were overcooked and if there was something that he could do.  He said ""No, this is how it is done!""  We said ok, is there something else we could order. He then threw a fit.  ""No, This is what you must eat. I wish you would've said something before you order because I would've told you this is how it is.  Our Food is Perfect (raising his voice) If you don't like it, it's not my problem."" He didn't offer to give us something else or to have the chef make another version of it.  My wife then asked him to please stops shouting at us.  He said ""Fine, if you don't want to eat it, I'll take it away"" and he stormed off. After that we were completely turned off and didn't want to be in there any longer than we had too.  We ate a few more bites of the spicy dish and asked for the bill.  After his fit, we didn't want to eat anything else that this server had to offer. He had no customer service skills and a really bad attitude, straight out of Ramsey's Kitchen Nightmares.  Leng needs to address these issues or else there will be a for lease sign on the door because people will not take that kind of service.If I could give this place 0 Stars I would.",2,2.0,/user_details?userid=_4hBNW4Q7h6R8RVrCnioTg,Michael K.
12392,31,,12/27/2014,,10,,"Long Island City, NY",Leng Thai,7189567117,4.0 star rating,"I passed this place one day on my way to get my hair done and told a colleague. We decided to swing by one evening when we were working late and have a sit down dinner. The chicken red thai curry was really good, we ordered lunch for delivery and I was not impressed with the Pad Thai and the brown little box it came in. Next time I came in for the lunch special I ordered the chicken red thai curry and it was really good once again. I will definitely head over for a sit down at this place as opposed to ordering in.",47,,/user_details?userid=1yp4JRa4ovK7OJ6HBOuUQQ,Anju J. R.
12393,32,,11/8/2014,,206,,"Astoria, Queens, NY",Leng Thai,7189567117,4.0 star rating,"One of my favorite Thai restaurants in NYC.  I've been dining in/out there for years and never disappoints.  Service is welcoming, portions are aplenty and atmosphere is modern yet cozy.  Their backyard seating is great for a more intimate dining experience and the holiday lights are divine.  The Kee Mao Talay Noodle, Nuea Kra Prow and Khao Ob Ta-Lay are some of my favorite dishes (seafood & beef), all reasonably priced.",100,,/user_details?userid=TxN6pT9TjCDwqaEeVTyoVQ,Beenish H.
12394,33,,10/16/2015,,0,,"ASTORIA, NY",Leng Thai,7189567117,5.0 star rating,We love this place! Atmosphere is great. Beautiful garden! Food is delicious. We always have food delivered to our salon across the street. Really great for our neighborhood. Thank you!,12,,/user_details?userid=ih0kdkk6caVnG2-MJCeo5A,Lin S.
12395,34,,2/13/2015,,4,,"Long Island City, NY",Leng Thai,7189567117,1.0 star rating,"This used to be my favorite Thai in Astoria - good food for dine-in and delivery.No more.Went for tofu curry, duck salad, and cashew chicken. It was really bad. The duck salad used to have crispy bits of duck, while now it was just soggy meat with some onions scattered on it. The real disappointment was the tofu panang curry. It was literally chopped up tofu warmed and tossed in sauce, piled on a few undercooked vegetables. And the cashew chicken was like what you'd expect from a hole in the wall Chinese place - bland. Where's the love?",42,3.0,/user_details?userid=jabnjbs382oUMSDTx878TA,Eve W.
12396,35,,10/7/2014,,32,,"JAMAICA, NY",Leng Thai,7189567117,4.0 star rating,Probably one of my favorite places to go have some Thai food. I love their sautéed brown rice aka number 49! Their pad Thai is also probably one of the best I've had in queens ( just make sure they sautéed it with a good amount of their sauce).,83,,/user_details?userid=OtQdIOBr2qqdKGPUs12g6w,Anis A.
12397,36,,10/28/2014,,0,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,"I've been going to this place it opened and have had ups and downs.  The menu is hit or miss, but the good things are great.  The massaman curry dish is rich and delicious, the sen mee noodle dish is lighter and my favorites.  The salads are my go to.  Mango and papaya salads are my faves, I just add a protein and more then enough for a main.  Pad Thai as others have said is just not good.",14,,/user_details?userid=4OOE8azPZR7OagOsdtyrIg,Emily K.
12398,37,4.0,8/5/2013,,1017,4.0,"Astoria, Queens, NY",Leng Thai,7189567117,4.0 star rating,"Absolutely delicious roasted duck curry.   Totally satisfies any Thai curry craving, which, if you've experienced this sort, is NOT a craving to be messed with.   The duck is not over-cooked or crisped to death, like I've had in lesser Thai restaurants.  Yes, the slices of duck are dark-meat-lover approved, and are nice portioned between the lean and the fat.  You need the fat to flavor the dish, and there is plenty of flavor packed in there.  Noodles are a good bet here, as well as the taro appetizer.  I just wish they would use real brown rice instead of the sticky white-and-red rice they give when you request brown rice.",386,7.0,/user_details?userid=vD3l2PRoJ-zI3OlJo2c1KA,Lu H.
12399,38,,4/17/2014,,3,,"Astoria, NY",Leng Thai,7189567117,1.0 star rating,"If I could I wouldn't even give this place a one star. It is horrible! I have never in my whole life encountered a ruder staff then at Leng. They are extremely rude and don't serve, they throw the food on the table for you to eat. Rolling their eyes and giving nasty looks, impolite when asked questions and visually botherd by costumers presence.They have no manners or respect for they costumers and I will never go back there again. After taking this terrible disrespect after 40min of being there I couldn't hold myself anymore. The server threw the take to go box on the table for the rest overs when we asked to take the rest to go. My boyfriend who is a very sweet guy asked him nicely for a plastic bag and this rude prick walks away with such a nasty attitude and comes back with a plastic bag. My boyfriend reached his hand out to take it nicely from this server when he throws it on the table next to us. At this moment I was counting their 18% tip and I couldn't take it anymore. I got up and went up to the owner who was sitting down eating close to us and screamed how of a bad service Leng has and that it is totally unacceptable and had to walk out not to loose my temper anymore. I am so upset that people like that got the best of me when all I wanted was just to go and grab something to eat. If that restaurant cares about their business those two young servers should be fired immediately.",3,7.0,/user_details?userid=DAONizy2iPA4L2vb2lZA4Q,Yanyah M.
12400,39,1.0,5/10/2014,,1,1.0,"ASTORIA, NY",Leng Thai,7189567117,2.0 star rating,"Tentative two stars for now.The decor is absolutely beautiful, especially the patio. Unfortunately when I ate here it was too cold to sit outside but the patio is gorgeous when it's all set up. The inside of the restaurant is really nicely decorated and clean, which did really improve the experience.Our appetizer was good but I wasn't really pleased with my entree. I ordered the Khao Pad Sapparod and something about it tasted really, really off. Almost as if something in it was spoiled. My fiance's entree was decent, though. I wasn't really thrilled especially because there are some really good Thai options in Astoria, but I would be willing to try it again.",11,1.0,/user_details?userid=ngmQuGI4b85OgBv8ToIr_g,Hayleigh S.
12401,40,,4/1/2014,,81,1.0,"Astoria, NY",Leng Thai,7189567117,2.0 star rating,Perhaps dining provides the better taste experience.cuz we ordered delivery....Pad Thai may be the worst I have had in a long time. Dry dish overall and big chunks of scallions flopping around in my brown cardboard box. The jungle curry is SALTY OVERLOAD.  However I do remember quite the opposite experience there when dining...................Shucks. back to healthier eating it is. Good bye Leng.,220,2.0,/user_details?userid=lffclfjg1QWEqpz4PpJmfg,Davina D.
12402,41,,8/18/2013,,56,,"ASTORIA, NY",Leng Thai,7189567117,3.0 star rating,"I really liked this place. But to be honest, the food was not particularly great... We ordered the zucchini appetizer, pad thai, and jap chae. It wasn't bad, but it just didn't taste very fresh or interesting. The thai iced tea was good and my wife ordered Chang beer, which has a very light, domestic beer taste. The portions (as many have mentioned) are HUGE! More than enough for two people. They give you a cute Chinese takeout-style cardboard to-go container and a small plastic bag to carry leftovers home in. Pop in the microwave for 2 and 1/2 minutes, stir, and enjoy for lunch the next day :)The service was wonderful. There were several different people working collaboratively to ensure we had everything we needed and everyone that tended to us was very polite. We got our appetizer right away and the food came shortly after, piping hot. We didn't wait very long for refills or the check.The restaurant itself is great! We ate out on the patio and it was a perfect summer evening. They have soft lighting once it gets dark and bamboo all along the back wall to block out a bit of the buildings behind them. They even left the two huge trees growing in the patio, giving it a very natural feel in the midst of an urban city, which was relaxing and romantic.We will definitely be going back (and bringing friends!).",204,1.0,/user_details?userid=r_NWlaDI8Eu7W65JqDbNaQ,Heather S.
12403,42,,7/3/2015,,9,,"ASTORIA, NY",Leng Thai,7189567117,3.0 star rating,"The food is good here, but they are super stingy on the lunch special time. I once came 10 mins late and they wouldn't serve it. I let it go as I thought that was my fault for being late, but today on July 3rd, they refused to serve it because it was ""a holiday."" The last I checked July 4th was independence day? So two occasions where I walked right out and down to the street to ThreE Thai.",68,,/user_details?userid=XIvWqBdcWJhZMJUT9Z-pXg,El M.
12404,43,,7/12/2014,,239,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,"Accurately a three.seven star review.When I first ordered from here a few years ago, I thought Thai food was just ""alright."" I kept ordering in and never really ate inside. But the moment I actually ate inside I was delighted by the nice decor and amazing back patio. So the ambiance for the restaurant is pretty and would make a good date place. It's fairly dim-lit at night. So other than the ambiance of the actual restaurant, what makes this place different from the plethora of Thai restaurants in Astoria is their menu. In addition to the Thai food they randomly have a few Korean dishes on the menu such as Jap Chae and Bul Go Gui. And to be honest for someone that has Korean food from Koreatown, various Korean places in Queens (including Flushing) and even Los Angeles Koreatown they're not so bad.On to the Thai food. The Pad Thai, Kha Mhoo Tod, Gai Pad Med Mamuang Krai, Khao Soi, and Nuea Kra Prow tasted great. One of my favorites is the Ped Krob (Crispy Boneless Duck Glazed with Soy Ginger). The duck is absolutely delicious and greasy. Yes, duck is greasy in general. And the skin is incredibly crispy. What also makes the dishes great is that the portions are large. So you're getting what you paid for at Leng Thai.But what has brought this place down for me from time to time is the service. There have been times where I've asked for a tweak in a menu item and the server would literally not budge. I can understand that maybe the restaurant is strict, but not being able to change a free brunch alcoholic drink for something like Thai Iced Tea is kind of silly. Or adding ice cream or something to a dessert is too much? This in particular has only happened with one server (three times).And like a previous review stated, there are times where the server(s) just didn't seem polite. Just dropping off the food like ""here, eat"" is kind of obnoxious. But this has been a rare occasion.So overall, I like Leng Thai as a restaurant - and especially in Astoria. I've been almost all of the different Thai restaurants in Astoria (and there's a ton of them) and this has been the best spot for an overall experience (ambiance, menu, cost vs. portion).",76,1.0,/user_details?userid=OkPyNb8kLZtlobKhb2-MDw,Clyde Erwin B.
12405,44,,7/12/2014,,25,,"New York, NY",Leng Thai,7189567117,4.0 star rating,"I order from here once or twice a month. I've never eaten in the actual restaurant. Delivery is always packed impeccably. I love the kraft paper boxes they use. Try the Thai Ice Tea for sure. It's sweet and delicious with a hearty tea flavor; I order it every time. Another favorite is the Scallion Pancake. Addictively chewy with crispy edges. The curries here are just so-so. I wasn't that impressed with the Panang. If you're into spice, try the Nuea Kra Prow. The beef and chicken satays are also great. I usually avoid the dumplings. Had the shrimp ones once and I wasn't impressed. Although there are things on the menu I haven't loved, overall, I enjoy the food here. Delivery is fast, food is packaged well, and it hits the spot when I'm looking for some heat. Really though, I think I keep ordering for the Thai Iced Tea. It's that good.",17,,/user_details?userid=Gj8I-V9AIKXK_QTyogqoRA,Taylor C.
12406,45,,8/22/2013,,9,,"Valley Stream, NY",Leng Thai,7189567117,5.0 star rating,"The food here was amazing. Their white sangria is delicious, must try if you like white wine! I ordered the crispy duck with the spicy chile pineapple sauce and it was amazing. It's pretty spicy so if you're not into that, I would stay away. Everything was so flavorful and the service was great. My server was really nice & the food came out fast. If you get a chance sit in the garden, so cute!",34,1.0,/user_details?userid=6-5eVKq5_25_YMB2FwaCng,Alexandra D.
12407,46,,10/10/2013,,119,,"ASTORIA, NY",Leng Thai,7189567117,4.0 star rating,"This was our go-to Thai place when we lived closer. Their portions are huge and I frequently have enough left over for a full meal the next day. Their servers are attentive (maybe a bit pushy sometimes) and quick. The food is always delivered at the same time to the table. And their lunch special is bananas (basically a dinner size entree for half the price, can't be beat).I have rarely not liked a dish there. Their eggplant is divine as are their coconut milk curries. Also, those crispy noodle pancake things they put out before your meal arrives are addicting.I have yet to find a better Thai place in Astoria.",216,,/user_details?userid=JEJjk4COmdqnDE5hQHsksQ,Aislinn H.
12408,47,,10/13/2014,,3,,"Flushing, NY",Leng Thai,7189567117,2.0 star rating,"I came here for the first time a couple of days ago. I have been very disappointed. The food was not worth paying for expensive. It was just okay, but the service was completely sucks. The wait staff has not been too friendly. I waited so long time to order my food, because he was looking at his cell phone. I don't think I'll be going back.",4,1.0,/user_details?userid=Zdza7rBzAHL5_Dbxq3CY5Q,Jonghee H.
12409,48,1.0,1/31/2014,,1,5.0,"Rockville Centre, NY",Leng Thai,7189567117,1.0 star rating,"My best friend and I went here today and we are Very disappointed. Not only was the meat like rubber the staff's attitudes are unacceptable! We ordered a few different things. Nothing was special at all. They brought out my order which was called  ""JUNGLE CURRY""Not ""CURRY SOUP"" they brought out a cauldron of this watery concoction of rubbery beef and vegetables. I asked for them to take it back and thicken up and they said no. Clearly I was not happy withIt all! At the end of the meal, They saw it was Barely touched and I told them to take it off the bill. They went back and forth first said no, then said ok.  They would take it off. Then this lady who thought she Bruce lee jumped out at us and violently was saying  we had to pay.   I still paid the bill MINUS the $14, went out side to my car while my friend went to the ladies room... WELL DON'T YOU KNOW THEY LOCKED MY FRIEND IN THE PLACE TILL SHE PAID. AND THIS HUGE MAN WAS SCREAMING AT HER. He was at least 6'2 a d 250 lbs SHE'S 5'1 100lbs and they did this to her!!!!! I should have called the police!",11,4.0,/user_details?userid=aOj3_yH3knw3ftQgT_qJQA,Sophia D.
12410,49,,12/31/2014,,0,,"New York, NY",Leng Thai,7189567117,4.0 star rating,Have sat down for dinner and also ordered on seamless many times. This place never disappoints. Not sure what all the hype is about regarding Enthaice. Leng serves generous portions for a great price and I think the taste is better than enthaice. FYI you can get those crispy noodles for takeout also! They are $5 but they give you a huge carton.,8,,/user_details?userid=JTegrp28a5co4Z0uF5zYog,D H.
12411,50,,7/23/2012,,77,,"Pelham, NY",Leng Thai,7189567117,4.0 star rating,"Astoria in Queens was nice and so was Leng Thai.The wife had Thai Coffee and I had Nigori Cold Sake. For apps, we had the Beef Satay and Pork Belly Steamed Buns. Finally, wife had the Chicken Pad Thai and I had the Crispy Duck in Spicy Mango Sauce.Overall, we found the food to be tasty, however the lack of curried dishes that we're used to was a bit disappointing to say the least. The decor itself was nice, modern, chic- basically, what we have come to somewhat expect anywhere in New York these days. The price point was maybe a dollar or two over what we think it should have been at. Our waiter was attentive and helpful with the menu.Not sure if we'll be back because we don't imagine ourselves coming to Astoria a lot, and there are WAY TOO many restaurants that looked enticing, however we do recommend if you have a tingle for Thai.",324,,/user_details?userid=iJiWgNrcQMCKkgUaoYOe0A,Ben V.
12412,51,,8/26/2013,,47,,"ASTORIA, NY",Leng Thai,7189567117,4.0 star rating,"Came for a mini dinner celebration with my darling cousin - SO thrilled about this place! Weather permitting, DO sit out on the garden patio decked out with beautiful bamboo and ambient lighting in the evening.Food was divine and plentiful - I came hungry, left full, and brought leftovers home! I ordered the dish with salmon, scallops, and shrimp skewers; grilled and served in a spicy garlic sauce and ended up craving it for the rest of the week! Seafood was cooked perfectly and the mushrooms and vegetables truly rounded out the dish.White plum wine sangria (with chunks of fresh strawberries and lychee) is also great - super refreshing on a warm summer night. Sticky rice with mango for dessert was a lovely ending to our meal. Glad we stopped by - beautiful Thai gem in Astoria =)",141,,/user_details?userid=rin8G7wKqYZyUXRoafPV_Q,Christelle D.
12413,52,,12/24/2014,,0,,"Astoria, Queens, NY",Leng Thai,7189567117,4.0 star rating,"Just moved to the neighborhood and was craving for some Thai. This place definitely hit the spot. Ordered chicken satay and tom yung gung to start. The soup could have been spicier but still had great flavor. For the meal we ordered crispy duck and pineapple fried rice and it was fantastic!  The duck was very moist and the skin was super crispy. I loved the sweet and sour sauce on top. Their pineapple fried rice was also loaded with pineapple! ! Great portion sizes for a very good price. Only wish it could be spicier. Where is all the Thai chili?? I ended up asking for hot sauce.Their drinks are delicious too. I'm not a fan of hot sake but when you mix it with fruit juice, it becomes a tasty delight. Would definitely come here again! Glad to have found such delicious food so close to home.",13,,/user_details?userid=SqOhj89eK0BsUs_Hm_o-fA,J C.
12414,53,,6/3/2014,,0,,"OZONE PARK, NY",Leng Thai,7189567117,4.0 star rating,"I sat in the backyard garden. I've seen better, green things were falling all over our table. I had chicken pad Thai and chicken satay. Both were sweet which was weird. However, I had the strawberry breeze, that was great. I give four stars for that and the service.",35,,/user_details?userid=Hf3cFXlXeYRLWXsVWM1-wA,Francine J.
12415,54,1.0,12/28/2013,,0,1.0,"Norwalk, CT",Leng Thai,7189567117,1.0 star rating,"Decent food/Awful waitstaff/Go elsewhereExcluding the frog legs, my wife and I have had everything on the menu at least once. We used to go here almost once per week because the food was good and the portions were huge. However, the waitstaff is SO unfriendly and SO uninterested by our presence that even we, as regulars, were mistreated. We eventually tired of spending our money there only to be treated like our presence was a real inconvenience to them. There is only a 50/50 shot that the person looking at their smartphone at the front desk will say goodnight and thank you for coming. The taller, fuller waiter is a constant presence there and is very inhospitable. Though, another slim man who often works there is even worse, and is what my wife calls ""bitchy."" I tend to agree with that assessment, especially after he authoritatively slammed a chili sauce container on the table after my foreign wife misspoke and had asked for hot sauce. Leng totally blew it and lost our business.  We now go to the Thai restaurant, ""Three,"" down the street.",5,6.0,/user_details?userid=A8K7liVInj91TW0iShLyTQ,Richard T.
12416,55,,12/18/2013,,83,,"New York, NY",Leng Thai,7189567117,2.0 star rating,"We came in late and were one of two tables.Music was way too loud and obtrusive, seemingly for the staff's enjoyment. The chicken in the pad see ew was dry but the rest of the dishes were good. Server seemed uninterested and not sociable.",11,4.0,/user_details?userid=3ZFWcQ_u-ys0EmumqYTmEQ,Spencer S.
12417,56,,5/27/2015,,2,,"New York, NY",Leng Thai,7189567117,4.0 star rating,"small but comfortable, modern interior.  the gung massaman curry with shrimp is tops.  their version of beef jerky is super tasty too.  it isn't traditional thai (at all) but it's pretty darn good.  bonus points for backyard deck/patio",25,,/user_details?userid=s5BsMm9eIVMe6BaTKTGb8g,Chip D.
12418,57,,3/31/2014,,15,,"New York, NY",Leng Thai,7189567117,4.0 star rating,"Som Tum good in here.  I tried delivery from them and it was good, but when I actually came here it was actually as nice. Quick service on seamless and in the restaurant.  Eating here makes me wanna say Phuket, I'm goin ta Thailand next year.",48,,/user_details?userid=SZUZqKH1YS2qcppnHEi14A,Geriann A.
12419,58,,1/10/2015,,24,,"East Elmhurst, NY",Leng Thai,7189567117,1.0 star rating,"As an Astoria native, I feel morally obligated to try most establishments in the neighborhood. On a Friday night, we decided to seek out a new Thai restaurant of choice, rather than play favorites. I consider myself rather liberal when it comes to restaurant service, but we managed to find a giant coiled hair in the noodles, which the server did absolutely nothing to rectify. Not even a sorry. He simply took back the dish, and did not attend to us for the rest of the night. I was appalled at the magnitude of apathy demonstrated by the staff here. I usually tip extremely generously, since I too work in a customer service driven industry, and understand the pressured metrics of delivering outstanding service. Too bad Leng Thai does not.",2,2.0,/user_details?userid=9dFV1lOOxAB6-vh4jD1IGw,Nabeed Z.
12420,59,,3/23/2014,,66,,"Queens, NY",Leng Thai,7189567117,5.0 star rating,"My hubby and I found this on yelp! so glad we tried it!! It was nice inside. Nice staff , we were taken care of right away. IHad the sangria it was soo good! Salad with a peanut sauce was good, it had a nice sweet kick to it with out the peanut being too strong. We also ate shrimp dumplings so good abs BBQ pork delicious!!! They have us some sweet and sticky stuff it was so good ! Can't wait to bring my son here! I had a banana and ice cream desert to die  for! It has a nice outdoor area for the warm weather , very pretty inside and out loved it!",47,,/user_details?userid=IhHI1kl1NwSTw5moyfMN8g,Carolina C.
12421,60,1.0,1/10/2013,,519,,"ASTORIA, NY",Leng Thai,7189567117,4.0 star rating,"Leng is one of our favorite Astoria restaurants! The food is always fantastic, the decor inside the restaurant is beautiful, and the outdoor garden lined with bamboo is the perfect escape from the hustle and bustle of Broadway. The menu offers a variety of delicious options and the portion sizes are generous. The service in the restaurant is good, and the delivery service is amazing! We order from Leng frequently, and the food always arrives piping hot within a half an hour of ordering. We especially enjoy the vegetarian fried spring rolls, chicken pad thai, and the yellow curry. Give Leng a try!",55,1.0,/user_details?userid=EmNOljXr36lF72uFOTxOjg,Daina A.
12422,61,,11/5/2014,,0,,"WHITESTONE, NY",Leng Thai,7189567117,5.0 star rating,Arguably my favorite Thai restaurant in Queens/NYC.  Food is so tasty and delicious.  I get the chicken pad thai and massaman curry. Never disappoints.  They have a small outdoor dining area in the back for when it's nice out.  Service could be a little better as per lack of staff.,2,,/user_details?userid=zHJeKWR2GWS-FgWDYUQmbA,Stefanie T.
12423,62,1.0,2/14/2013,,137,,"ASTORIA, NY",Leng Thai,7189567117,3.0 star rating,"2.5 stars.I've had this place bookmarked for a few months now. I walked in the other night with pretty high expectations, considering the 4 star rating with over 200 reviews.  Pretty decor, I really liked the hanging lamps in the back, the outdoor patio and the seating arrangements. But alas, my expectations were not met.They served us complimentary appetizers, which was nice. It was spicy rice crispies in the dish used to serve dumplings, it was creatively presented and looked pretty interesting. It was a little spicy and the kick got me excited for dinner. If a free appetizer could be this good, I'm sure the entrees would be good too.I studied their menu carefully, noticing the different dishes served. There were a lot of oriental dishes I've never heard of and at the same time, there were Korean dishes. Interesting. After going over the menu a couple of times, I decided to get the Talay Gang Daeng ($19) which was a combination of jumbo shrimps, squid, mussels, scallops, fish balls and different veggies in red coconut curry and it came with a side of jasmine rice. Sounds good, right? That's what I thought too.When my food came, it was served in a pretty huge platter, it looked pretty enticing, except for when I started mixing the seafood. I then noticed that there was only 3pcs of each seafood type I enumerated above. For $19, I got 3pcs of jumbo shrimp, 3 mussels, 3 scallops, 3 tiny pcs of squid and NO fish ball. My food was just that and all sorts of vegetables. String beans, carrots, ginger and basil. I was disappointed coz I was looking forward to a seafood fest, not a vegetable fest. Oh, did I mention that I had to drown the seafood in the curry sauce for it to have even the tiniest bit of flavoring? I guess I'll have to search for another good Thai place in the area since this place couldn't deliver what I was looking for. I'm not sure if I'd give the place another chance. With the long list of places to try in Astoria, it might take decades before I give this place another try.Before I end my review, they forgot our beers and took forever to refill our glasses of water. Good thing they didn't charge us for the beers or I would've been even more disappointed than I already was.",172,,/user_details?userid=Jxwb7vT6MG5hnYmup4T5Sw,Victoria Q.
12424,63,,5/6/2013,,55,,"ASTORIA, NY",Leng Thai,7189567117,4.0 star rating,"I've read good reviews about this place, so I decided to stop in with my parents one afternoon. The weather was nice, so we sat outside on what may be the world's cutest patio. It wasn't a large space, but they definitely decorated it properly with dangly lights and bamboo accents that make you rethink if you're still in NYC.The mango salad was good, as was the Sen Mee- steamed rice vermicelli, crispy onions, peanuts, mixed greens, garlic jumbo shrimps. The plating for the grilled squid was spectacular, however the meat was a little on the overcooked side. One of my favorite Thai dishes is Chicken Massaman coconut curry, but I've never seen it with avocado? Strange addition, but I didn't mind. Overall, good food and a good atmosphere. The crunchy rice crispy things I didn't get though.",46,,/user_details?userid=JBg6DmrDb8TtVENuX4b-lg,Talei R.
12425,64,,10/18/2014,,0,,"Brooklyn, NY",Leng Thai,7189567117,2.0 star rating,"The pad thai sucks. They're not even noodles, they were cut into small pieces for some reason. I had to ask twice for water during the meal. What kind of restaurant doesn't provide water when you sit down?",15,,/user_details?userid=lsLB2alY2dJdf4bycosjAg,Nikki W.
12426,65,,3/11/2014,,6,,"ASTORIA, NY",Leng Thai,7189567117,3.0 star rating,"I order delivery from here a lot and it's always great. It always arrives hot and delicious. But what I get isn't really something you can screw up. I don't remember what they call it but it is a main dish with tofu and string beans in a spicy chili pepper sauce. I always like their vegetable dumplings too! Yum!So, the reason for the 3 stars is because last time I ordered from here I got fried shrimp rolls for my boyfriend. There was some kind of unidentifiable meat inside (not shrimp). My bf got a little skeeved out because he thought it was pork and he doesn't eat pork. Long story short I called the restaurant to ask them what kind of meat do they put in the shrimp rolls besides shrimp. The guy on the phone didn't understand my question like the first 3 times that I tried to explain it... and then he said chicken. I mean... why would there be chicken in a shrimp roll? And there is no mention of it in the menu description.",51,,/user_details?userid=3aAV_KiwuBLbkGZxDqxOjA,Jennifer P.
12427,66,,3/6/2014,,11,,"Long Island City, NY",Leng Thai,7189567117,3.0 star rating,"This is for delivery order... Some things are quite good, some terrible...Massaman Lover Special - Delish! So good. Great thick, not oily broth. Good amount of good white meat chicken. Avocado, yummy silky refreshing addition to this dish. Big portions! The only thing I wish is that there was more both because it was so good I would just eat it with rice. Yum!Bulgogi - Flavorful but kinda oily, its drenched in serious garlic sauce. But would get it again. Just beware, don't get on our first date or before going out for the night.Duck Rolls - Nasty! First of all duck should not be served on cold tortillas, that was my mistake for even thinking that would be ok. Second, the duck was fatty, I took one bite and threw the entire roll out. Ick.Vietnamese Ravioli - These were ok, nothing amazing, nothing gross. Big portion. Kinda interesting, but nothing I'm overly excited about.",40,,/user_details?userid=QeaurGinh1CG6cNqsaW12w,Crystal L.
12428,67,,11/9/2012,,152,1.0,"Seattle, WA",Leng Thai,7189567117,4.0 star rating,"Leng Thai is located on Broadway very close to the N/Q line.  Upon entering the restaurant, it has the awkward spacing that seems to be pretty common in Astoria.  The storefront has limited seating, the middle of the restaurant has no seating as it is space for the restrooms and then it opens up in the back with a larger dining area and outdoor patio.  I ordered the Kua Kling Moo and it was definitely a very good dish.  Often times when you go into Thai restaurants, they say it's ""spicy"" when in fact it is faaaaar from spicy.  When I ordered this, the waiter asked me if I knew that it was spicy.  I said ""Yes"", and he responds back ""It's Thai spicy"", wondering if I knew what I was getting myself into.  I once again reassured him that it was ok and off he went.  The Kua Kling Moo is indeed spicy, not too spicy that you can't taste the food itself, but my mouth was burning the entire time and like all really spicy dishes, my nose was running the entire time.  If you want to reduce the temperature, eat around the cut up peppers.  The dish was fantastic and with the fast service, I would say Leng Thai is the best Thai restaurant in Astoria.  Definitely blows Thai Pavilion out of the water.",861,1.0,/user_details?userid=7eFy-LxZuvS2K6PAQoibBA,Phil L.
12429,68,,12/16/2013,,1,,"ASTORIA, NY",Leng Thai,7189567117,4.0 star rating,I ordered pad thai (lunch special) & an iced coffee today. Both were excellent! And i loveddd the eco friendly to go boxes ++ALOT of food for $8... Coffee was $2.50- not to shabby... I'll deff. Be back and ill be trying something else next time :-),10,1.0,/user_details?userid=7SR37sIHHPJ_rbJZJzL2YQ,Maria K.
12430,69,,10/8/2014,,0,,"Flushing, NY",Leng Thai,7189567117,4.0 star rating,"Great Thai food! The food is so good. I order Moo yang, duck rolls and shrimp pad see-ew it was amazing. The service is very good and the food came out fast.i like to sit in the garden it's cute. I give them four stars.",1,,/user_details?userid=JBLQZy6LMwde9bvplptSiA,Sommapat D.
12431,70,,8/3/2014,,6,,"ASTORIA, NY",Leng Thai,7189567117,2.0 star rating,"I ordered take out and had the kee mao noodle, which was too salty.  They charged $2 for extra Chinese broccoli that was barely there.  The dish also could've been fresher.  I don't think I'll order from here again.",4,,/user_details?userid=vY3NurFgaMQ-j2uiPAB4DA,Suzie C.
